idx,x,y,heading,cumulative_dist
667,178.4737,111.243,-1.38437,345.897
668,178.5587,110.7436,-1.41867,346.403
669,178.6263,110.24,-1.45187,346.912
670,178.6778,109.7337,-1.48526,347.42
671,178.7123,109.225,-1.51837,347.93
672,178.731,108.7156,-1.54897,348.44
673,178.7334,108.2048,-1.58089,348.951
674,178.7201,107.6941,-1.61083,349.462
675,178.691,107.1843,-1.64321,349.973
676,178.6451,106.6743,-1.6752,350.485
677,178.584,106.1673,-1.70684,350.995
678,178.507,105.6633,-1.73725,351.505
679,178.4146,105.1625,-1.76759,352.014
680,178.3057,104.6652,-1.80227,352.524
681,178.1806,104.1715,-1.83609,353.033
682,178.039,103.6817,-1.86892,353.543
683,177.8812,103.1963,-1.89969,354.053
684,177.7082,102.7162,-1.93126,354.564
685,177.5203,102.2425,-1.96547,355.073
686,177.3162,101.7739,-1.99619,355.584
687,177.0994,101.3132,-2.02587,356.094
688,176.8683,100.8601,-2.0578,356.602
689,176.6224,100.415,-2.09246,357.111
690,176.3612,99.9771,-2.12581,357.621
691,176.0845,99.5465,-2.1563,358.132
692,175.7962,99.1257,-2.1864,358.643
693,175.4941,98.7134,-2.21885,359.154
694,175.1793,98.3107,-2.2494,359.665
695,174.8525,97.9184,-2.28031,360.175
696,174.5148,97.5364,-2.3088,360.685
697,174.1668,97.1667,-2.34117,361.193
698,173.8066,96.8091,-2.37703,361.701
699,173.4327,96.4635,-2.41105,362.21
700,173.0473,96.1303,-2.44438,362.719
701,172.6521,95.8096,-2.47544,363.228
702,172.2466,95.5016,-2.50543,363.738
703,171.8316,95.2067,-2.53925,364.247
704,171.4053,94.9249,-2.57183,364.758
705,170.9715,94.6569,-2.6025,365.268
706,170.5298,94.4027,-2.63216,365.777
707,170.0804,94.1629,-2.66715,366.287
708,169.6226,93.9379,-2.69848,366.797
709,169.1581,93.7278,-2.73029,367.307
710,168.6872,93.5324,-2.76073,367.816
711,168.2103,93.3525,-2.7974,368.326
712,167.7271,93.1882,-2.82906,368.837
713,167.2383,93.0396,-2.86076,369.348
714,166.7468,92.9065,-2.89205,369.857
715,166.2526,92.7891,-2.92257,370.365
716,165.7548,92.6881,-2.95667,370.873
717,165.2534,92.6037,-2.98942,371.381
718,164.7466,92.5346,-3.02012,371.893
719,164.233,92.4785,-3.04506,372.409
720,163.7107,92.4335,-3.06332,372.934
721,163.2109,92.3974,-3.07455,373.435
722,162.7064,92.3647,-3.07941,373.94
723,162.1993,92.3336,-3.08249,374.448
724,161.6921,92.3037,-3.08067,374.956
725,161.1835,92.2721,-3.07787,375.466
726,160.6753,92.2395,-3.0775,375.975
727,160.1664,92.2068,-3.07814,376.485
728,159.6584,92.1737,-3.07591,376.994
729,159.1497,92.1399,-3.07566,377.504
730,158.6419,92.1068,-3.07636,378.013
731,158.1343,92.0727,-3.07309,378.522
732,157.626,92.0381,-3.0744,379.031
733,157.1171,92.0039,-3.07578,379.541
734,156.6092,91.97,-3.07503,380.05
735,156.1009,91.9357,-3.0754,380.56
736,155.593,91.9019,-3.07442,381.069
737,155.0847,91.8678,-3.07585,381.578
738,154.5775,91.8341,-3.07341,382.086
739,154.0689,91.7997,-3.07512,382.596
740,153.5611,91.7653,-3.07195,383.105
741,153.0525,91.7299,-3.0723,383.615
742,152.5441,91.6945,-3.07267,384.125
743,152.0365,91.659,-3.07095,384.634
744,151.5283,91.6236,-3.07048,385.143
745,151.0207,91.5879,-3.07247,385.652
746,150.5122,91.5529,-3.07304,386.161
747,150.0036,91.5181,-3.0739,386.671
748,149.4955,91.4833,-3.07389,387.181
749,148.9875,91.4488,-3.07477,387.69
750,148.4804,91.4143,-3.07299,388.198
751,147.9719,91.3787,-3.06982,388.708
752,147.4652,91.3427,-3.07147,389.216
753,146.9583,91.3071,-3.0704,389.724
754,146.4533,91.2714,-3.07223,390.23
755,145.9463,91.2373,-3.07607,390.738
756,145.4382,91.2042,-3.07783,391.247
757,144.9299,91.1718,-3.07827,391.757
758,144.4219,91.1391,-3.07676,392.266
759,143.9134,91.106,-3.077,392.775
760,143.4052,91.0729,-3.07658,393.285
761,142.8966,91.0391,-3.07697,393.794
762,142.3892,91.0065,-3.07756,394.303
763,141.8816,90.9731,-3.07424,394.812
764,141.3731,90.9388,-3.07569,395.321
765,140.865,90.9043,-3.07385,395.831
766,140.3567,90.8705,-3.07649,396.34
767,139.8481,90.8365,-3.0751,396.85
768,139.3395,90.8027,-3.07476,397.359
769,138.8317,90.7685,-3.07548,397.868
770,138.3239,90.7353,-3.07603,398.377
771,137.8152,90.7013,-3.07526,398.887
772,137.3061,90.6673,-3.07443,399.397
773,136.7981,90.6333,-3.0757,399.906
774,136.2905,90.5998,-3.0755,400.415
775,135.7832,90.5662,-3.0759,400.924
776,135.2763,90.5332,-3.07724,401.431
777,134.7681,90.5012,-3.07795,401.941
778,134.26,90.4694,-3.07905,402.45
779,133.7515,90.4379,-3.08032,402.959
780,133.2435,90.4067,-3.07988,403.468
781,132.7362,90.3746,-3.07846,403.977
782,132.2285,90.3427,-3.0784,404.485
783,131.7218,90.3106,-3.07725,404.993
784,131.2139,90.276,-3.0729,405.502
785,130.7058,90.2415,-3.07409,406.011
786,130.1977,90.2069,-3.0731,406.521
787,129.6897,90.1719,-3.07225,407.03
788,129.1814,90.1364,-3.06916,407.539
789,128.6745,90.0993,-3.07064,408.048
790,128.1662,90.0636,-3.0719,408.557
791,127.659,90.0285,-3.07263,409.066
792,127.1512,89.9927,-3.07035,409.575
793,126.6431,89.9562,-3.07043,410.084
794,126.135,89.9202,-3.07272,410.593
795,125.6262,89.8847,-3.07191,411.103
796,125.1185,89.8489,-3.07126,411.612
797,124.6102,89.8142,-3.07434,412.122
798,124.1017,89.7791,-3.07382,412.632
799,123.5932,89.7446,-3.07412,413.141
800,123.0855,89.7099,-3.0718,413.65
801,122.5787,89.675,-3.07514,414.158
802,122.071,89.642,-3.07699,414.667
803,121.5621,89.6089,-3.07664,415.177
804,121.0533,89.5755,-3.07633,415.687
805,120.5446,89.5424,-3.07782,416.197
806,120.037,89.5101,-3.07695,416.705
807,119.5282,89.4771,-3.0768,417.215
808,119.0196,89.4438,-3.07626,417.725
809,118.5115,89.4105,-3.07575,418.234
810,118.0028,89.3769,-3.07656,418.744
811,117.4943,89.3435,-3.07462,419.253
812,116.9871,89.3091,-3.07342,419.762
813,116.4796,89.2747,-3.07421,420.27
814,115.9717,89.2407,-3.07753,420.779
815,115.4638,89.2086,-3.07925,421.288
816,114.9567,89.1762,-3.07583,421.796
817,114.4495,89.1431,-3.07667,422.305
818,113.9412,89.1091,-3.07327,422.814
819,113.4324,89.0745,-3.07397,423.324
820,112.9242,89.0396,-3.07334,423.834
821,112.4168,89.0058,-3.07805,424.342
822,111.9093,88.9736,-3.07898,424.851
823,111.4018,88.9414,-3.07656,425.359
824,110.8935,88.908,-3.07715,425.869
825,110.3854,88.8736,-3.07183,426.378
826,109.8769,88.8395,-3.07498,426.887
827,109.3687,88.8059,-3.07526,427.397
828,108.8596,88.7723,-3.07619,427.907
829,108.3513,88.738,-3.073,428.416
830,107.8432,88.7038,-3.07471,428.926
831,107.3353,88.6692,-3.07281,429.435
832,106.8274,88.6338,-3.07033,429.944
833,106.3193,88.5979,-3.07168,430.453
834,105.8116,88.562,-3.07185,430.962
835,105.3047,88.5258,-3.06972,431.47
836,104.8022,88.4884,-3.06261,431.974
837,104.2766,88.4439,-3.05047,432.502
838,103.7596,88.3918,-3.02978,433.021
839,103.25,88.3281,-3.00266,433.535
840,102.746,88.2495,-2.97376,434.045
841,102.2475,88.1551,-2.93758,434.552
842,101.7535,88.0431,-2.89973,435.059
843,101.2636,87.9117,-2.86185,435.566
844,100.7789,87.763,-2.82647,436.073
845,100.2998,87.5961,-2.78987,436.581
846,99.8271,87.4125,-2.75403,437.088
847,99.3623,87.2123,-2.71922,437.594
848,98.9057,86.9971,-2.68543,438.099
849,98.4575,86.7648,-2.64586,438.604
850,98.0174,86.5153,-2.60875,439.109
851,97.5862,86.2499,-2.57421,439.616
852,97.1654,85.9692,-2.53692,440.122
853,96.7542,85.673,-2.50119,440.628
854,96.3544,85.3627,-2.46435,441.135
855,95.9652,85.0378,-2.43067,441.642
856,95.5881,84.7007,-2.39577,442.147
857,95.2234,84.3502,-2.36002,442.653
858,94.8716,83.988,-2.32502,443.158
859,94.5329,83.6124,-2.28801,443.664
860,94.2083,83.2257,-2.25169,444.169
861,93.8978,82.8258,-2.21252,444.675
862,93.6015,82.4129,-2.17603,445.183
863,93.3194,81.9903,-2.14426,445.692
864,93.0524,81.5596,-2.10895,446.198
865,92.8007,81.1194,-2.07283,446.706
866,92.5651,80.6711,-2.03859,447.212
867,92.3447,80.2152,-2.00424,447.718
868,92.1413,79.7527,-1.96509,448.224
869,91.9552,79.2806,-1.92824,448.731
870,91.7857,78.8023,-1.89441,449.239
871,91.6328,78.3184,-1.8601,449.746
872,91.4965,77.8306,-1.82543,450.253
873,91.3775,77.3385,-1.79258,450.759
874,91.2754,76.8433,-1.7562,451.265
875,91.1913,76.34,-1.7198,451.775
876,91.1217,75.8276,-1.69365,452.292
877,91.0621,75.3074,-1.67847,452.816
878,91.0094,74.7807,-1.6672,453.345
879,90.9633,74.2797,-1.65811,453.848
880,90.9202,73.7743,-1.65559,454.355
881,90.877,73.2677,-1.65658,454.864
882,90.8328,72.7607,-1.65885,455.373
883,90.7885,72.2535,-1.65733,455.882
884,90.7443,71.7456,-1.65883,456.392
885,90.6985,71.2381,-1.65974,456.901
886,90.6526,70.7307,-1.66052,457.411
887,90.6071,70.2244,-1.66013,457.919
888,90.5607,69.7183,-1.66223,458.427
889,90.5127,69.2112,-1.6659,458.937
890,90.4645,68.704,-1.66496,459.446
891,90.417,68.1965,-1.66519,459.956
892,90.3695,67.6897,-1.66423,460.465
893,90.3228,67.1823,-1.66185,460.974
894,90.2765,66.6745,-1.66068,461.484
895,90.2305,66.167,-1.66046,461.994
896,90.1845,65.6596,-1.66155,462.503
897,90.1386,65.153,-1.66164,463.012
898,90.0925,64.6461,-1.65907,463.521
899,90.0473,64.1391,-1.66043,464.03
900,90.0023,63.6321,-1.65801,464.539
901,89.9572,63.1253,-1.66025,465.048
902,89.9123,62.6191,-1.65977,465.556
903,89.8664,62.1127,-1.66359,466.064
904,89.8189,61.6052,-1.66453,466.574
905,89.7713,61.0975,-1.66413,467.084
906,89.7239,60.5907,-1.6641,467.593
907,89.6772,60.0834,-1.6618,468.103
908,89.6308,59.5758,-1.66326,468.612
909,89.584,59.0685,-1.66132,469.122
910,89.5381,58.5614,-1.66113,469.631
911,89.4917,58.0542,-1.66327,470.14
912,89.4441,57.5474,-1.66388,470.649
913,89.3971,57.0409,-1.66388,471.158
914,89.3511,56.5337,-1.65911,471.667
915,89.3058,56.0268,-1.66052,472.176
916,89.2601,55.5195,-1.66212,472.685
917,89.2136,55.0112,-1.66088,473.196
918,89.1674,54.5033,-1.66091,473.706
919,89.1211,53.9958,-1.66224,474.216
920,89.075,53.4886,-1.65962,474.725
921,89.0295,52.9813,-1.66141,475.234
922,88.9833,52.4743,-1.66184,475.743
923,88.9372,51.9677,-1.65991,476.252
924,88.8908,51.4606,-1.66117,476.761
925,88.8447,50.9535,-1.66037,477.27
926,88.7991,50.4459,-1.6614,477.78
927,88.7528,49.9395,-1.66273,478.289
928,88.7071,49.4325,-1.66081,478.798
929,88.6611,48.9256,-1.65941,479.307
930,88.6162,48.4185,-1.6609,479.816
931,88.5704,47.9108,-1.66026,480.325
932,88.5249,47.4035,-1.66004,480.835
933,88.4787,46.8958,-1.66196,481.345
934,88.4319,46.3887,-1.66317,481.854
935,88.3855,45.8813,-1.66267,482.363
936,88.3388,45.3743,-1.66235,482.872
937,88.2923,44.8679,-1.66207,483.381
938,88.2461,44.3613,-1.66051,483.89
939,88.2007,43.8538,-1.65779,484.399
940,88.156,43.3468,-1.65842,484.908
941,88.1114,42.8396,-1.65879,485.417
942,88.067,42.3332,-1.65954,485.926
943,88.0222,41.8265,-1.65825,486.434
944,87.977,41.3194,-1.65972,486.943
945,87.9313,40.8114,-1.65939,487.453
946,87.8861,40.3037,-1.65938,487.963
947,87.8414,39.7974,-1.65827,488.472
948,87.7967,39.2919,-1.65953,488.979
949,87.7505,38.7855,-1.66337,489.488
950,87.7032,38.2783,-1.66363,489.997
951,87.6558,37.771,-1.66481,490.506
952,87.6084,37.2643,-1.66349,491.015
953,87.5616,36.7576,-1.66263,491.524
954,87.5149,36.251,-1.66293,492.033
955,87.4691,35.7439,-1.65917,492.542
956,87.4241,35.236,-1.65942,493.052
957,87.3783,34.7301,-1.6597,493.56
958,87.3341,34.2225,-1.65845,494.069
959,87.2901,33.7146,-1.65757,494.579
960,87.2453,33.2084,-1.6597,495.087
961,87.2011,32.7017,-1.65736,495.596
962,87.1571,32.1938,-1.65731,496.106
963,87.1136,31.6865,-1.656,496.615
964,87.0703,31.1799,-1.6566,497.123
965,87.027,30.6736,-1.65638,497.632
966,86.9831,30.168,-1.65779,498.139
967,86.9384,29.6628,-1.65948,498.646
968,86.8922,29.1566,-1.66216,499.155
969,86.8462,28.651,-1.66213,499.662
970,86.7989,28.1449,-1.66661,500.171
971,86.7511,27.6385,-1.66336,500.679
972,86.7041,27.132,-1.66343,501.188
973,86.657,26.6262,-1.66185,501.696
974,86.6111,26.1193,-1.66137,502.205
975,86.5655,25.6123,-1.65893,502.714
976,86.5202,25.1055,-1.66225,503.223
977,86.4746,24.598,-1.6606,503.732
978,86.4289,24.0908,-1.66071,504.242
979,86.3832,23.5838,-1.66143,504.751
980,86.3379,23.0768,-1.6595,505.26
981,86.2926,22.57,-1.65897,505.768
982,86.2477,22.063,-1.65846,506.277
983,86.203,21.5559,-1.6586,506.786
984,86.1576,21.0534,-1.66316,507.291
985,86.1054,20.5288,-1.67818,507.818
986,86.0446,20.0091,-1.69479,508.341
987,85.9741,19.4955,-1.71572,508.86
988,85.8927,18.9879,-1.743,509.374
989,85.7984,18.4855,-1.76747,509.885
990,85.6892,17.988,-1.80278,510.395
991,85.564,17.4934,-1.83271,510.905
992,85.4239,17.0027,-1.86405,511.415
993,85.2679,16.5153,-1.89478,511.927
994,85.0963,16.0311,-1.92426,512.441
995,84.9112,15.5522,-1.95319,512.954
996,84.7125,15.0783,-1.9788,513.468
997,84.502,14.6119,-2.00802,513.98
998,84.2773,14.1513,-2.03643,514.492
999,84.0388,13.6976,-2.0674,515.005
1000,83.7868,13.2506,-2.09784,515.518
1001,83.5211,12.811,-2.12827,516.032
1002,83.2424,12.3791,-2.15498,516.546
1003,82.9529,11.9563,-2.18381,517.058
1004,82.6516,11.5422,-2.21275,517.57
1005,82.3392,11.1379,-2.24148,518.081
1006,82.0143,10.7429,-2.27315,518.593
1007,81.678,10.3573,-2.30101,519.104
1008,81.3302,9.9813,-2.33088,519.616
1009,80.9713,9.6156,-2.36077,520.129
1010,80.6018,9.2607,-2.38884,520.641
1011,80.2234,8.9166,-2.41828,521.153
1012,79.8338,8.5834,-2.44645,521.665
1013,79.4343,8.2615,-2.47811,522.178
1014,79.0255,7.9505,-2.50251,522.692
1015,78.6113,7.6513,-2.5294,523.203
1016,78.1882,7.365,-2.56031,523.714
1017,77.7559,7.0912,-2.59221,524.226
1018,77.3146,6.8303,-2.62149,524.738
1019,76.8656,6.5821,-2.64977,525.251
1020,76.4107,6.3471,-2.67942,525.763
1021,75.9495,6.1258,-2.71045,526.275
1022,75.4813,5.9187,-2.73919,526.787
1023,75.0065,5.7255,-2.76811,527.3
1024,74.5281,5.5461,-2.79634,527.811
1025,74.0444,5.3809,-2.82688,528.322
1026,73.5553,5.2302,-2.85661,528.834
1027,73.0618,5.0939,-2.88694,529.346
1028,72.5632,4.9722,-2.91477,529.859
1029,72.0611,4.8647,-2.94601,530.372
1030,71.5554,4.7721,-2.97367,530.886
1031,71.0475,4.6939,-3.00153,531.4
1032,70.5368,4.6289,-3.02686,531.915
1033,70.0212,4.5755,-3.04837,532.434
1034,69.4975,4.5319,-3.06564,532.959
1035,68.9975,4.4969,-3.07756,533.46
1036,68.491,4.466,-3.08337,533.968
1037,67.983,4.4368,-3.08363,534.477
1038,67.4745,4.4062,-3.08003,534.986
1039,66.9659,4.3747,-3.08006,535.496
1040,66.4586,4.3432,-3.07991,536.004
1041,65.9526,4.3118,-3.07824,536.511
1042,65.4453,4.2786,-3.07483,537.019
1043,64.9369,4.2438,-3.07241,537.529
1044,64.4281,4.2088,-3.07255,538.039
1045,63.9193,4.1736,-3.0733,538.549
1046,63.4113,4.1383,-3.07169,539.058
1047,62.9048,4.1027,-3.07192,539.566
1048,62.3972,4.0676,-3.07181,540.075
1049,61.8889,4.0334,-3.07563,540.584
1050,61.3809,3.9999,-3.0746,541.093
1051,60.8725,3.9655,-3.07304,541.603
1052,60.3653,3.9311,-3.0747,542.111
1053,59.8566,3.8976,-3.07493,542.621
1054,59.3488,3.8634,-3.07401,543.13
1055,58.8414,3.8291,-3.07328,543.638
1056,58.3332,3.7954,-3.07599,544.148
1057,57.8256,3.7632,-3.078,544.656
1058,57.3177,3.7303,-3.07825,545.165
1059,56.8102,3.6977,-3.07628,545.674
1060,56.3021,3.6641,-3.07431,546.183
1061,55.7941,3.6303,-3.07628,546.692
1062,55.287,3.5968,-3.07593,547.2
1063,54.7789,3.5627,-3.07292,547.71
1064,54.2704,3.5278,-3.07112,548.219
1065,53.7632,3.4923,-3.07157,548.728
1066,53.2558,3.4576,-3.0733,549.236
1067,52.7474,3.4239,-3.07594,549.746
1068,52.2384,3.3899,-3.07653,550.256
1069,51.7314,3.3573,-3.07655,550.764
1070,51.2243,3.324,-3.07475,551.272
1071,50.7161,3.2897,-3.07442,551.782
1072,50.2078,3.2548,-3.06999,552.291
1073,49.7011,3.219,-3.07198,552.799
1074,49.1937,3.1839,-3.07301,553.308
1075,48.6851,3.1497,-3.0752,553.817
1076,48.1772,3.1152,-3.07245,554.327
1077,47.6689,3.0804,-3.07325,554.836
1078,47.1615,3.0463,-3.07591,555.344
1079,46.6544,3.0121,-3.07357,555.853
1080,46.1472,2.9777,-3.07217,556.361
1081,45.6395,2.943,-3.07377,556.87
1082,45.1317,2.9075,-3.07186,557.379
1083,44.6243,2.8717,-3.07138,557.888
1084,44.1164,2.8365,-3.07134,558.397
1085,43.6086,2.8013,-3.07035,558.906
1086,43.1022,2.766,-3.07348,559.413
1087,42.595,2.7315,-3.07342,559.922
1088,42.088,2.6968,-3.0734,560.43
1089,41.5802,2.6631,-3.07633,560.939
1090,41.0717,2.6299,-3.07618,561.449
1091,40.5629,2.596,-3.07517,561.958
1092,40.0545,2.5624,-3.07635,562.468
1093,39.5467,2.5294,-3.07662,562.977
1094,39.0391,2.4963,-3.07627,563.486
1095,38.5309,2.4627,-3.07463,563.995
1096,38.0224,2.4285,-3.07514,564.505
1097,37.5143,2.3947,-3.07467,565.014
1098,37.0058,2.3605,-3.07473,565.523
1099,36.4977,2.326,-3.07368,566.033
1100,35.989,2.2911,-3.07183,566.543
1101,35.4815,2.2556,-3.0717,567.051
1102,34.9738,2.2207,-3.07542,567.56
1103,34.4661,2.1873,-3.07526,568.069
1104,33.9586,2.153,-3.072,568.578
1105,33.4502,2.1184,-3.07385,569.087
1106,32.9434,2.0831,-3.07267,569.595
1107,32.4366,2.0477,-3.07376,570.103
1108,31.9281,2.0136,-3.07319,570.613
1109,31.4208,1.9786,-3.07393,571.121
1110,30.9124,1.9453,-3.07715,571.631
1111,30.4047,1.9126,-3.07785,572.14
1112,29.8974,1.8794,-3.076,572.648
1113,29.389,1.845,-3.07306,573.158
1114,28.881,1.8098,-3.07199,573.667
1115,28.3736,1.7742,-3.07352,574.175
1116,27.865,1.7393,-3.07325,574.685
1117,27.3561,1.7044,-3.07346,575.195
1118,26.8477,1.6698,-3.07314,575.705
1119,26.3397,1.6356,-3.0734,576.214
1120,25.831,1.6008,-3.07358,576.724
1121,25.3227,1.5658,-3.07315,577.233
1122,24.8138,1.5315,-3.07392,577.744
1123,24.3059,1.4979,-3.07571,578.253
1124,23.7979,1.4647,-3.07641,578.762
1125,23.2895,1.4311,-3.07502,579.271
1126,22.7816,1.3977,-3.07539,579.78
1127,22.2733,1.3635,-3.07601,580.29
1128,21.7652,1.33,-3.07477,580.799
1129,21.2567,1.2955,-3.0742,581.308
1130,20.7483,1.2618,-3.07545,581.818
1131,20.2401,1.2285,-3.07558,582.327
1132,19.7311,1.1948,-3.07553,582.837
1133,19.223,1.1614,-3.07642,583.347
1134,18.7148,1.1279,-3.07596,583.856
1135,18.2068,1.0949,-3.07743,584.365
1136,17.6986,1.0617,-3.0769,584.874
1137,17.1905,1.0286,-3.0749,585.383
1138,16.6819,0.9944,-3.0742,585.893
1139,16.1737,0.9597,-3.07347,586.403
1140,15.6658,0.9255,-3.07376,586.912
1141,15.1575,0.8902,-3.07332,587.421
1142,14.6499,0.8558,-3.07332,587.93
1143,14.1417,0.8214,-3.07324,588.439
1144,13.6336,0.7865,-3.07152,588.949
1145,13.1262,0.7504,-3.07068,589.457
1146,12.6197,0.7147,-3.07135,589.965
1147,12.1126,0.68,-3.07366,590.473
1148,11.6044,0.6464,-3.07486,590.983
1149,11.0959,0.6126,-3.07644,591.492
1150,10.5875,0.5797,-3.07847,592.002
1151,10.0799,0.5476,-3.07828,592.51
1152,9.5726,0.5156,-3.07754,593.019
1153,9.0647,0.4827,-3.07639,593.528
1154,8.5563,0.4487,-3.07455,594.037
1155,8.0479,0.4144,-3.07558,594.547
1156,7.54,0.3814,-3.07831,595.056
1157,7.0323,0.349,-3.07687,595.564
1158,6.524,0.3161,-3.07757,596.074
1159,6.0148,0.2831,-3.0754,596.584
1160,5.5073,0.2494,-3.07417,597.093
1161,5.0011,0.216,-3.07722,597.6
1162,4.4939,0.1842,-3.08022,598.108
1163,3.9871,0.1543,-3.085,598.616
1164,3.4793,0.1261,-3.08563,599.124
1165,2.9732,0.0988,-3.08807,599.631
1166,2.4699,0.0728,-3.09302,600.135
1167,1.9674,0.0498,-3.09796,600.638
1168,1.4661,0.0305,-3.10653,601.14
1169,0.9643,0.0149,-3.11472,601.642
